数据来源,药材名,文献,中文名,英文名,分子式,化合物类型,加合物（正）,加合物（负）,准分子离子(正离子模式),碎片离子(正离子模式),准分子离子(负离子模式),碎片离子(负离子模式)
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,缬氨酸,Valine,C5H11NO2,氨基酸、多肽及其衍生物,[M+H]+,,118.0866,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,异亮氨酸,Isoleucine,C6H13NO2,氨基酸、多肽及其衍生物,[M+H]+,,132.1015,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,酪氨酸,Tyrosine,C9H11NO3,氨基酸、多肽及其衍生物,[M+H]+,,182.0813,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,精氨酸,Arginine,C6H14N4O2,氨基酸、多肽及其衍生物,[M+H]+,,175.1184,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,谷氨酰胺,Glutamine,C5H10N2O3,氨基酸、多肽及其衍生物,[M+H]+,,147.0752,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,谷氨酸,Glutamic acid,C5H9NO4,氨基酸、多肽及其衍生物,[M+H]+,,148.0589,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,脯氨酸,Proline,C5H9NO2,氨基酸、多肽及其衍生物,[M+H]+,,116.0696,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,天冬氨酸,Aspartic acid,C4H7NO4,氨基酸、多肽及其衍生物,[M+H]+,,132.0303,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,组氨酸,Histidine,C6H9N3O2,氨基酸、多肽及其衍生物,[M+H]+,,154.0622,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,正缬氨酸,Norvaline,C5H11NO2,氨基酸、多肽及其衍生物,[M+H]+,,118.0652,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,谷氨酸-亮氨酸,Gamma-glutamylleucine,C11H20N2O5,氨基酸、多肽及其衍生物,[M+H]+,,261.1436,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,谷胱甘肽,Glutathione,C10H17N3O6S,氨基酸、多肽及其衍生物,[M+H]+,,308.09,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,焦谷氨酸,Pyroglutamic acid,C5H7NO3,氨基酸、多肽及其衍生物,[M+H]+,,130.0493,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,N-甲基谷氨酸,N-Methylglutamic acid,C6H11NO4,氨基酸、多肽及其衍生物,[M+H]+,,162.0766,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,"N,N-二甲基精氨酸","N,N-Dimethylarginine",C8H19N4O2,氨基酸、多肽及其衍生物,[M+H]+,,203.1499,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,N-乙酰-L-色氨酸,N-Acetyltyrptophan,C13H14N2O3,氨基酸、多肽及其衍生物,,[M-H]-,,,245.0946,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,丙二酰色氨酸,Malonyltyrptophan,C14H14N2O5,氨基酸、多肽及其衍生物,,[M-H]-,,,291.0974,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,N-乙酰谷氨酸,N-acetyl-DL-glutamic acid,C7H11NO5,氨基酸、多肽及其衍生物,,[M-H]-,,,190.0682,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,N-乙酰精氨酸,N-Acetylarginine,C8H17N4O3,氨基酸、多肽及其衍生物,,[M-H]-,,,217.1276,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,苯丙酮酸,Phenylpyrvic acid,C9H8O3,油脂和磷脂类,,[M-H]-,,,163.0391,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,硬脂酸,Stearic acid,C18H36O2,油脂和磷脂类,,[M-H]-,,,283.2611,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,甘磷酸胆碱,Sn-glycero-3-phosphocholine,C8H21NO6P,油脂和磷脂类,[M]+,,258.1091,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,二阿魏酰甘油,Diferuloyl glycerol,C23H24O9,油脂和磷脂类,,[M-H]-,,,443.1331,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,溶血磷脂酰乙醇胺16:0,Lyso-phosphatidylethanolamine 16:0,C21H44NO7P,油脂和磷脂类,,[M-H]-,,,454.2896,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,溶血磷脂酰胆碱16:0,Lyso-phosphatidylcholine 16:0,C24H50NO7P,油脂和磷脂类,,[M-H]-,,,496.3319,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,溶血磷脂酰胆碱18:2,Lyso-phosphatidylcholine 18:2,C26H50NO7P,油脂和磷脂类,,[M-H]-,,,520.3383,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,D-赤型鞘氨醇 (C17碱),C17-Sphinganine,C17H37NO2,油脂和磷脂类,,[M-H]-,,,288.2872,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,植物鞘氨醇,Phytosphingosine,C18H39NO3,油脂和磷脂类,,[M-H]-,,,318.2972,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,葡萄糖,Glucose,C6H12O6,糖类,,[M-H]-,,,179.0555,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,鼠李糖,Rhamnose,C6H12O5,糖类,,[M-H]-,,,187.0575,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,蔗糖,Sucrose,C12H22O11,糖类,,[M-H]-,,,341.1083,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,异麦芽酮糖,Isomaltulose,C12H22O11,糖类,[M+NH4]+,,360.1497,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,蜜二糖,Melibiose,C12H22O11,糖类,[M+Na]+,,365.1013,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,麦芽糖,Maltose,C12H22O11,糖类,[M+H]+,,343.1227,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,松三糖,Melezitose,C18H32O16,糖类,[M+NH4]+,,522.1991,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,阿魏酸,Ferulic acid,C10H10O4,酚酸类,[M+H]+,,195.063,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,反式-阿魏酸,trans-Ferulic acid,C10H10O4,酚酸类,[M+H]+,,177.0544,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,迷迭香酸,Rosmarinic acid,C18H16O8,酚酸类,[M+H]+,,163.0388,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,对香豆酸,p-Coumaric acid,C9H8O3,酚酸类,[M+H]+,,165.0503,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,反式-邻香豆酸,trans-ortho-Coumaric acid,C9H8O3,酚酸类,[M+H]+,,165.054,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,反式-4-香豆酸,trans-4-Coumaric acid,C9H8O3,酚酸类,,[M-H]-,,,163.0388,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,咖啡酸,Caffeic acid,C9H8O4,酚酸类,,[M-H]-,,,179.0339,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,山奈酚,Kaempferol,C15H10O6,黄酮类,[M+H]+,,287.0469,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,矢车菊-3-芸香糖苷,Keracyanin,C27H31O15,黄酮类,[M]+,,595.1624,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,12α-羟基紫穗槐苷元,Dalbinol,C23H22O8,黄酮类,[M+H]+,,427.1383,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,大豆苷,Daidzin,C21H20O9,黄酮类,[M+H]+,,439.0982,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,核黄素 (维生素B2),Riboflavin,C17H20N4O6,天然维生素,[M+H]+,,377.1401,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,烟酰胺 (维生素B3),Nicotinamide,C6H6N2O,天然维生素,[M+H]+,,123.0541,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,维生素C,Ascorbic acid,C6H8O6,天然维生素,,[M-H]-,,,175.0238,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,胆碱,Choline,C5H14NO,天然维生素,[M]+,,104.1069,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,阿魏酰腐胺,Feruloyl putrescine,C14H20N2O3,酚胺类,[M+H]+,,265.155,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,咖啡酰腐胺,Caffeoyl putrescin,C13H18N2O3,酚胺类,[M+H]+,,251.1378,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,二香豆酰亚精胺,Dicumaroyl spermidine,C22H31N3O4,酚胺类,[M+H]+,,438.2372,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,香豆素,Coumarin,C9H6O2,香豆素类,[M+H]+,,147.0443,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,大丁苷,Gerberisidine,C16H18O8,香豆素类,[M+H]+,,339.1052,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,异红介萘芦碱,Isorubijervine,C27H43NO2,生物碱类,[M+H]+,,414.3358,,,
TCM-SM-MS DB,百合,基于UHPLC-QTOF-MS的兰州百合植物化学成分鉴定_米璐.pdf,葫芦巴碱,Trigonelline,C7H7NO2,生物碱类,[M+H]+,,138.0539,,,
